scorer,,,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og
bodyparts,,,nose,nose,eye_l,eye_l,eye_r,eye_r,fl_toes_l,fl_toes_l,fl_toes_r,fl_toes_r,hl_toes_l,hl_toes_l,hl_ankle_l,hl_ankle_l,hl_hip_l,hl_hip_l,hl_iliac_l,hl_iliac_l,hl_toes_r,hl_toes_r,hl_ankle_r,hl_ankle_r,hl_hip_r,hl_hip_r,hl_iliac_r,hl_iliac_r,spine,spine,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img00719.png,320.45384863142556,169.96309381885146,360.26007275009937,137.08741764941104,,,470.6157208648156,202.66106363061925,,,746.9491070457879,187.37831687077127,740.9070908849177,148.28291818278805,671.4239050349113,99.76908253815431,620.4221803828605,89.46211379314056,,,,,,,,,612.9585133606091,68.67046994544039,758.1446075791649,123.4040281086169
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img00862.png,258.09605492340665,190.56999421236628,282.4576409824955,150.3517545053498,,,439.8709838839834,195.75944449714262,,,515.339152787665,201.45258664336512,550.7027179645224,184.3927763067906,583.6123368139517,92.83069331795313,534.3838118904848,73.41992102033907,,,,,,,,,525.7833627601531,62.04633956268447,672.4296339289031,138.2051765232508
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img01025.png,180.30051890404616,194.73498470794814,203.79633030677405,152.87463105940992,,,261.0504914260651,204.18732262858583,,,574.0579017562535,195.81525292910123,583.7803064746237,157.46576765108557,522.475143389345,94.27013698167947,468.7318506405767,79.41646413661478,,,,,,,,,462.25024749499653,56.73085312708437,602.4149155181665,133.96995727858075
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img01130.png,265.3573472016585,196.37696219341694,270.54679748643485,148.66284985283465,,,309.17937182865865,203.44038063658473,,,585.1960741197664,195.41907711207227,585.6342183155862,153.13816221546585,539.4100056566019,96.8366380667897,489.02342313733004,75.36757247162167,,,,,,,,,449.80951761146196,47.107273512634904,620.4666818832568,150.7283741526196
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img01138.png,294.98804226515927,196.23940710146928,306.60091456765696,145.7369159254909,,,346.84086742980014,203.80127743797942,,,622.0389343192224,195.42920670827178,620.4185335328274,152.4885858688035,574.2371111205691,96.85482553590754,524.5448203377882,75.24948171730716,,,,,,,,,484.5749342733775,47.432601550859175,654.446950047123,150.32805148694348
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img01289.png,850.1985231724882,168.31893670197204,886.1551623000508,132.36229757440933,,,1031.6463780291704,185.63139257820592,,,1170.4789568828153,199.94746122545916,1201.1086865099983,179.63861875526172,1201.7745501975458,92.07754384277104,1151.5018417877127,75.76388349785833,,,,,,,,,1134.8552495990264,59.11729130917189,1289.3356251100365,137.68920643977188
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img01404.png,607.9325595157574,183.69449794915536,638.6026532231402,140.53729466090945,,,816.7082688238706,184.57078299801992,,,882.6489702947439,198.810469362162,913.099991904217,178.21769215863347,935.4453458910243,71.74865758859528,884.4015470780229,59.04247590982238,,,,,,,,,884.182474980113,47.212582622688984,1033.37057365674,112.05792349955108
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img01618.png,455.56135454119544,194.55869930746996,483.63895905347425,151.90917346603374,,,656.7444628890146,184.9985164143833,,,731.552998828057,199.85219028967103,763.690947758225,180.1373140551982,782.3255568017678,80.21259889417142,729.9325980416619,66.97932580527869,,,,,,,,,729.1223976484644,52.66578552545594,878.7394035922721,125.85388771096473
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img03917.png,,,190.66139819171386,139.91819127340528,,,285.18477739809055,203.65395553827642,,,558.4923684616007,193.3914182546643,562.5433704275882,154.2317325834511,493.40627020806704,99.67823944148516,437.77250987517107,85.90483275712741,,,,,,,,,418.86783403389575,62.40902186951104,576.856910707411,148.29026354844754
labeled-data,8_MER2-230-168U3C(FDE22070174)_20240604_172323,img04222.png,,,133.94577430254088,164.73737740796497,,,278.77112634411293,185.37915172193615,,,391.9679506871124,202.35867575439633,426.9257942833539,190.3731293785421,443.2394546282666,99.14980418454041,391.30208699956495,82.17028015208024,,,,,,,,,393.2996780622073,67.8542108698099,537.1262345724582,151.42010365701583
