scorer,,,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og,og
bodyparts,,,nose,nose,eye_l,eye_l,eye_r,eye_r,fl_toes_l,fl_toes_l,fl_toes_r,fl_toes_r,hl_toes_l,hl_toes_l,hl_ankle_l,hl_ankle_l,hl_hip_l,hl_hip_l,hl_iliac_l,hl_iliac_l,hl_toes_r,hl_toes_r,hl_ankle_r,hl_ankle_r,hl_hip_r,hl_hip_r,hl_iliac_r,hl_iliac_r,spine,spine,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,25_MER2-230-168U3C(FDE22070175)_20240917_162741,img00029.png,1157.3940487115433,187.11751953564678,1193.1028006708532,150.31340708678732,,,1286.8656585762808,201.57627799769872,,,1358.9403787886306,200.26184541023946,1389.8295445939234,191.9371056896641,1439.5589108194656,113.72836673583774,1411.2986101890913,85.90621030128327,,,,,,,,,1351.9300716555144,62.465495824926336,1496.079512080214,164.55309345092937
labeled-data,25_MER2-230-168U3C(FDE22070175)_20240917_162741,img00729.png,1119.1789469646178,190.62124867798502,1149.6982937699026,156.2431338858252,,,1205.1242339450175,201.2620937327012,,,1347.9926725377172,203.21095760101971,1386.8107837316154,196.5733410127647,1409.024078440697,131.35510232373414,1375.0821641252205,104.16602959981853,,,,,,,,,,,1470.3327718377614,164.76389756619253
labeled-data,25_MER2-230-168U3C(FDE22070175)_20240917_162741,img00867.png,1113.3206576700754,190.23872197357431,1140.0474536150805,155.1871863079939,,,1201.1685689319363,197.68717330251016,,,1397.238096561277,204.69748043562626,1418.707162156445,191.99129875685335,1413.4494318066081,128.6794624608987,1375.3308867702892,108.30575735528004,,,,,,,,,1317.4958529220817,89.90370113085032,1484.4287915294085,177.97068449062118
labeled-data,25_MER2-230-168U3C(FDE22070175)_20240917_162741,img01732.png,1684.9671546247553,193.39709941151494,,,1649.0393305675352,157.90741955011475,,,1596.2429549712547,202.5981275237298,,,,,,,,,1482.5445361560285,204.5697764049187,1445.521351609259,191.6445226282359,1412.0033206290477,126.14196535318246,1441.5780538468812,96.12908793952921,1472.9053638479938,84.29919465239581,1333.5755095773113,149.1445356337196
labeled-data,25_MER2-230-168U3C(FDE22070175)_20240917_162741,img04317.png,1111.687351096352,182.5068401009727,,,1070.9399408851145,149.42695331658115,,,983.9683714992918,200.47075212958268,,,,,,,,,817.0354328919651,182.94498429679246,785.9271949887625,170.67694681383932,792.061213730239,126.20531093813412,824.7029563188108,102.98366855968709,897.2158207269804,83.70532561500531,721.0818540074388,154.68468366641824
labeled-data,25_MER2-230-168U3C(FDE22070175)_20240917_162741,img04367.png,1223.363230965003,186.61773500370268,,,1180.9627437209997,153.39951888260458,,,1112.6896780987206,186.5977120651502,,,,,,,,,943.8932333054402,201.24671287368574,907.6036623341038,194.9210078419849,899.6132980835342,132.32982121252388,935.2370053673233,102.69888711666201,1004.4868288722588,80.05952174004844,841.0172935793579,159.96316424574337
labeled-data,25_MER2-230-168U3C(FDE22070175)_20240917_162741,img04482.png,921.5867997726003,182.2695977785832,,,882.9667058948478,148.31054971366285,,,834.6915885476571,188.26237096651033,,,,,,,,,597.6440751396681,200.9137811886663,568.0131410438063,179.93907503092137,589.3207790453249,145.31416327845358,624.6115544853402,126.0041163395773,736.1437221495394,92.04506827465696,548.70309410493,156.63384596676036
labeled-data,25_MER2-230-168U3C(FDE22070175)_20240917_162741,img05293.png,1409.4802475951606,189.71659055760097,,,1370.4854141672024,154.22691069620078,,,1263.4480493602505,200.70835657171273,,,,,,,,,1173.4094171192903,200.7083565717127,1136.605304670431,196.54598671142503,1106.3733551588678,138.7109528632173,1135.7290162787915,107.38364286210478,1196.1929153019178,88.54344244185529,1040.4326536879948,168.50475817896069
labeled-data,25_MER2-230-168U3C(FDE22070175)_20240917_162741,img05740.png,1418.1751347746083,187.0990116333003,,,1382.4897426908785,152.00162988563582,,,1300.088071673273,199.6034825447083,,,,,,,,,1142.3561611781608,177.2581285579008,1105.5520487293015,167.1808120540464,1108.6190581000396,121.17567149297209,1138.193791317873,97.07774072288552,1205.010781180386,80.86640547755457,1039.830419356338,160.82772121465996
